Data,Kurs
2006-08-21,2.4831
2006-08-22,2.4758
2006-08-23,2.4675
2006-08-24,2.4807
2006-08-25,2.4876
2006-08-28,2.4878
2006-08-29,2.5025
2006-08-30,2.5078
2006-08-31,2.4983
2006-09-01,2.5065
2006-09-04,2.5099
2006-09-05,2.5086
2006-09-06,2.5046
2006-09-07,2.5217
2006-09-08,2.5188
2006-09-11,2.5203
2006-09-12,2.5203
2006-09-13,2.5002
2006-09-14,2.5012
2006-09-15,2.4831
2006-09-18,2.483
2006-09-19,2.4895
2006-09-20,2.4879
2006-09-21,2.4881
2006-09-22,2.5155
2006-09-25,2.5153
2006-09-26,2.512
2006-09-27,2.5166
2006-09-28,2.5157
2006-09-29,2.5099
2006-10-02,2.5081
2006-10-03,2.498
2006-10-04,2.4851
2006-10-05,2.4763
2006-10-06,2.4739
2006-10-09,2.4674
2006-10-10,2.4575
2006-10-11,2.4477
2006-10-12,2.46
2006-10-13,2.4436
2006-10-16,2.4359
2006-10-17,2.4462
2006-10-18,2.4556
2006-10-19,2.4451
2006-10-20,2.4316
2006-10-23,2.4299
2006-10-24,2.4327
2006-10-25,2.4442
2006-10-26,2.4392
2006-10-27,2.4377
2006-10-30,2.4481
2006-10-31,2.4473
2006-11-02,2.428
2006-11-03,2.4302
2006-11-06,2.3982
2006-11-07,2.3971
2006-11-08,2.4025
2006-11-09,2.4048
2006-11-10,2.4124
2006-11-13,2.402
2006-11-14,2.3953
2006-11-15,2.3831
2006-11-16,2.3786
2006-11-17,2.3777
2006-11-20,2.3891
2006-11-21,2.382
2006-11-22,2.3886
2006-11-23,2.4077
2006-11-24,2.4202
2006-11-27,2.4171
2006-11-28,2.4187
2006-11-29,2.4073
2006-11-30,2.3972
2006-12-01,2.3917
2006-12-04,2.3927
2006-12-05,2.3938
2006-12-06,2.395
2006-12-07,2.4011
2006-12-08,2.4141
2006-12-11,2.4
2006-12-12,2.3929
2006-12-13,2.3835
2006-12-14,2.38
2006-12-15,2.3726
2006-12-18,2.3717
2006-12-19,2.3732
2006-12-20,2.377
2006-12-21,2.3682
2006-12-22,2.3827
2006-12-27,2.3932
2006-12-28,2.3848
2006-12-29,2.3842
2007-01-02,2.3764
2007-01-03,2.3716
2007-01-04,2.382
2007-01-05,2.4201
2007-01-08,2.4096
2007-01-09,2.3968
2007-01-10,2.4103
2007-01-11,2.3981
2007-01-12,2.4054
2007-01-15,2.4016
2007-01-16,2.4029
2007-01-17,2.411
2007-01-18,2.3958
2007-01-19,2.3775
2007-01-22,2.3721
2007-01-23,2.3869
2007-01-24,2.3985
2007-01-25,2.3998
2007-01-26,2.4253
2007-01-29,2.4204
2007-01-30,2.4257
2007-01-31,2.4194
2007-02-01,2.4082
2007-02-02,2.4143
2007-02-05,2.402
2007-02-06,2.4002
2007-02-07,2.3965
2007-02-08,2.389
2007-02-09,2.3928
2007-02-12,2.4056
2007-02-13,2.4119
2007-02-14,2.4026
2007-02-15,2.3961
2007-02-16,2.4092
2007-02-19,2.4061
2007-02-20,2.3915
2007-02-21,2.3945
2007-02-22,2.3851
2007-02-23,2.388
2007-02-26,2.4024
2007-02-27,2.4176
2007-02-28,2.4293
2007-03-01,2.4198
2007-03-02,2.4208
2007-03-05,2.451
2007-03-06,2.4357
2007-03-07,2.4309
2007-03-08,2.4211
2007-03-09,2.4051
2007-03-12,2.3921
2007-03-13,2.4089
2007-03-14,2.4308
2007-03-15,2.4151
2007-03-16,2.4325
2007-03-19,2.4073
2007-03-20,2.4028
2007-03-21,2.4011
2007-03-22,2.3922
2007-03-23,2.3968
2007-03-26,2.3887
2007-03-27,2.389
2007-03-28,2.4054
2007-03-29,2.3931
2007-03-30,2.3815
2007-04-02,2.38
2007-04-03,2.367
2007-04-04,2.3632
2007-04-05,2.3547
2007-04-06,2.3536
2007-04-10,2.3479
2007-04-11,2.3386
2007-04-12,2.335
2007-04-13,2.3471
2007-04-16,2.3263
2007-04-17,2.3299
2007-04-18,2.3256
2007-04-19,2.3345
2007-04-20,2.31
2007-04-23,2.3034
2007-04-24,2.3127
2007-04-25,2.3042
2007-04-26,2.2967
2007-04-27,2.3012
2007-04-30,2.3036
2007-05-02,2.2827
2007-05-04,2.2735
2007-05-07,2.2768
2007-05-08,2.2726
2007-05-09,2.2822
2007-05-10,2.2736
2007-05-11,2.3042
2007-05-14,2.2772
2007-05-15,2.2895
2007-05-16,2.289
2007-05-17,2.291
2007-05-18,2.2915
2007-05-21,2.2775
2007-05-22,2.2785
2007-05-23,2.2984
2007-05-24,2.2996
2007-05-25,2.3121
2007-05-28,2.3027
2007-05-29,2.314
2007-05-30,2.3247
2007-05-31,2.3181
2007-06-01,2.3098
2007-06-04,2.2971
2007-06-05,2.3061
2007-06-06,2.3209
2007-06-08,2.3382
2007-06-11,2.323
2007-06-12,2.3112
2007-06-13,2.3255
2007-06-14,2.3089
2007-06-15,2.2988
2007-06-18,2.2869
2007-06-19,2.2891
2007-06-20,2.275
2007-06-21,2.2838
2007-06-22,2.2853
2007-06-25,2.2921
2007-06-26,2.2933
2007-06-27,2.3051
2007-06-28,2.2836
2007-06-29,2.273
2007-07-02,2.2792
2007-07-03,2.2722
2007-07-04,2.27
2007-07-05,2.2759
2007-07-06,2.2753
2007-07-09,2.2625
2007-07-10,2.273
2007-07-11,2.281
2007-07-12,2.2668
2007-07-13,2.2581
2007-07-16,2.265
2007-07-17,2.2696
2007-07-18,2.2715
2007-07-19,2.2606
2007-07-20,2.2594
2007-07-23,2.2674
2007-07-24,2.2561
2007-07-25,2.2734
2007-07-26,2.2876
2007-07-27,2.301
2007-07-30,2.3081
2007-07-31,2.295
2007-08-01,2.3278
2007-08-02,2.3077
2007-08-03,2.2913
2007-08-06,2.3158
2007-08-07,2.3038
2007-08-08,2.2932
2007-08-09,2.295
2007-08-10,2.3094
2007-08-13,2.307
2007-08-14,2.3058
2007-08-16,2.3434
2007-08-17,2.3626
2007-08-20,2.3475
2007-08-21,2.3715
2007-08-22,2.3571
2007-08-23,2.3393
2007-08-24,2.3486
2007-08-27,2.33
2007-08-28,2.3384
2007-08-29,2.3541
2007-08-30,2.3314
2007-08-31,2.3215
2007-09-03,2.3186
2007-09-04,2.3257
2007-09-05,2.3176
2007-09-06,2.322
2007-09-07,2.3202
2007-09-10,2.3273
2007-09-11,2.3146
2007-09-12,2.2981
2007-09-13,2.2948
2007-09-14,2.2972
2007-09-17,2.2973
2007-09-18,2.3017
2007-09-19,2.2869
2007-09-20,2.2882
2007-09-21,2.2804
2007-09-24,2.2766
2007-09-25,2.2827
2007-09-26,2.2868
2007-09-27,2.2816
2007-09-28,2.2762
2007-10-01,2.2663
2007-10-02,2.2651
2007-10-03,2.2649
2007-10-04,2.269
2007-10-05,2.2664
2007-10-08,2.251
2007-10-09,2.2536
2007-10-10,2.2423
2007-10-11,2.2379
2007-10-12,2.223
2007-10-15,2.2162
2007-10-16,2.2176
2007-10-17,2.2136
2007-10-18,2.2183
2007-10-19,2.2002
2007-10-22,2.2116
2007-10-23,2.1927
2007-10-24,2.1873
2007-10-25,2.1824
2007-10-26,2.1665
2007-10-29,2.1615
2007-10-30,2.1635
2007-10-31,2.1658
2007-11-02,2.1836
2007-11-05,2.1817
2007-11-06,2.1811
2007-11-07,2.1823
2007-11-08,2.1942
2007-11-09,2.1957
2007-11-12,2.2134
2007-11-13,2.2196
2007-11-14,2.2076
2007-11-15,2.2287
2007-11-16,2.2385
2007-11-19,2.239
2007-11-20,2.2498
2007-11-21,2.2527
2007-11-22,2.2554
2007-11-23,2.2567
2007-11-26,2.2458
2007-11-27,2.2603
2007-11-28,2.2293
2007-11-29,2.2114
2007-11-30,2.1943
2007-12-03,2.1903
2007-12-04,2.1908
2007-12-05,2.1888
2007-12-06,2.1749
2007-12-07,2.1688
2007-12-10,2.1616
2007-12-11,2.1474
2007-12-12,2.1525
2007-12-13,2.1459
2007-12-14,2.1586
2007-12-17,2.1837
2007-12-18,2.1801
2007-12-19,2.179
2007-12-20,2.184
2007-12-21,2.1784
2007-12-24,2.1708
2007-12-27,2.1681
2007-12-28,2.1694
2007-12-31,2.1614
2008-01-02,2.1737
2008-01-03,2.1989
2008-01-04,2.2034
2008-01-07,2.197
2008-01-08,2.1926
2008-01-09,2.1964
2008-01-10,2.2
2008-01-11,2.1979
2008-01-14,2.2044
2008-01-15,2.2024
2008-01-16,2.2302
2008-01-17,2.224
2008-01-18,2.2465
2008-01-21,2.2753
2008-01-22,2.2827
2008-01-23,2.271
2008-01-24,2.2731
2008-01-25,2.2433
2008-01-28,2.2565
2008-01-29,2.2416
2008-01-30,2.2445
2008-01-31,2.2562
2008-02-01,2.2418
2008-02-04,2.2079
2008-02-05,2.2097
2008-02-06,2.2385
2008-02-07,2.2449
2008-02-08,2.2596
2008-02-11,2.2716
2008-02-12,2.2581
2008-02-13,2.2402
2008-02-14,2.2208
2008-02-15,2.2342
2008-02-18,2.221
2008-02-19,2.2172
2008-02-20,2.2196
2008-02-21,2.209
2008-02-22,2.2155
2008-02-25,2.206
2008-02-26,2.1871
2008-02-27,2.1993
2008-02-28,2.1941
2008-02-29,2.2083
2008-03-03,2.2402
2008-03-04,2.2303
2008-03-05,2.232
2008-03-06,2.2373
2008-03-07,2.2722
2008-03-10,2.2717
2008-03-11,2.2593
2008-03-12,2.2246
2008-03-13,2.2548
2008-03-14,2.2436
2008-03-17,2.2957
2008-03-18,2.2727
2008-03-19,2.2646
2008-03-20,2.253
2008-03-21,2.2675
2008-03-25,2.2392
2008-03-26,2.2486
2008-03-27,2.2441
2008-03-28,2.2444
2008-03-31,2.2446
2008-04-01,2.231
2008-04-02,2.21
2008-04-03,2.1972
2008-04-04,2.1996
2008-04-07,2.1763
2008-04-08,2.1816
2008-04-09,2.1729
2008-04-10,2.1924
2008-04-11,2.1532
2008-04-14,2.17
2008-04-15,2.157
2008-04-16,2.1437
2008-04-17,2.1529
2008-04-18,2.1377
2008-04-21,2.1333
2008-04-22,2.1278
2008-04-23,2.1198
2008-04-24,2.1192
2008-04-25,2.1196
2008-04-28,2.1294
2008-04-29,2.1337
2008-04-30,2.1437
2008-05-02,2.1269
2008-05-05,2.1099
2008-05-06,2.1126
2008-05-07,2.101
2008-05-08,2.1134
2008-05-09,2.1106
2008-05-12,2.0979
2008-05-13,2.0889
2008-05-14,2.0778
2008-05-15,2.0815
2008-05-16,2.0772
2008-05-19,2.0773
2008-05-20,2.0823
2008-05-21,2.081
2008-05-23,2.1069
2008-05-26,2.1052
2008-05-27,2.1052
2008-05-28,2.0952
2008-05-29,2.0771
2008-05-30,2.0767
2008-06-02,2.0915
2008-06-03,2.1002
2008-06-04,2.1001
2008-06-05,2.0861
2008-06-06,2.0895
2008-06-09,2.1047
2008-06-10,2.1004
2008-06-11,2.0912
2008-06-12,2.1066
2008-06-13,2.1063
2008-06-16,2.0996
2008-06-17,2.0958
2008-06-18,2.0872
2008-06-19,2.084
2008-06-20,2.079
2008-06-23,2.0785
2008-06-24,2.0748
2008-06-25,2.0702
2008-06-26,2.073
2008-06-27,2.0972
2008-06-30,2.0907
2008-07-01,2.0881
2008-07-02,2.0815
2008-07-03,2.0829
2008-07-04,2.0663
2008-07-07,2.0554
2008-07-08,2.055
2008-07-09,2.0265
2008-07-10,2.0182
2008-07-11,2.0137
2008-07-14,2.0068
2008-07-15,2.0248
2008-07-16,2.0132
2008-07-17,2.0001
2008-07-18,1.9899
2008-07-21,1.9833
2008-07-22,1.9911
2008-07-23,2.0014
2008-07-24,1.9906
2008-07-25,1.9741
2008-07-28,1.9707
2008-07-29,1.9821
2008-07-30,1.9668
2008-07-31,1.9596
2008-08-01,1.9723
2008-08-04,1.9651
2008-08-05,1.9735
2008-08-06,1.9834
2008-08-07,1.9875
2008-08-08,2.0036
2008-08-11,2.0114
2008-08-12,2.0237
2008-08-13,2.0145
2008-08-14,2.0458
2008-08-18,2.0659
2008-08-19,2.0699
2008-08-20,2.0457
2008-08-21,2.0491
2008-08-22,2.038
2008-08-25,2.0441
2008-08-26,2.0492
2008-08-27,2.0649
2008-08-28,2.0754
2008-08-29,2.0723
2008-09-01,2.0745
2008-09-02,2.0831
2008-09-03,2.0963
2008-09-04,2.111
2008-09-05,2.1636
2008-09-08,2.1626
2008-09-09,2.1682
2008-09-10,2.1752
2008-09-11,2.1508
2008-09-12,2.0992
2008-09-15,2.1161
2008-09-16,2.1455
2008-09-17,2.0959
2008-09-18,2.1259
2008-09-19,2.0791
2008-09-22,2.0478
2008-09-23,2.0771
2008-09-24,2.073
2008-09-25,2.0914
2008-09-26,2.1118
2008-09-29,2.1412
2008-09-30,2.1587
2008-10-01,2.1377
2008-10-02,2.1624
2008-10-03,2.1796
2008-10-06,2.2159
2008-10-07,2.2273
2008-10-08,2.2546
2008-10-09,2.2038
2008-10-10,2.3326
2008-10-13,2.3051
2008-10-14,2.259
2008-10-15,2.2794
2008-10-16,2.319
2008-10-17,2.3349
2008-10-20,2.3182
2008-10-21,2.3559
2008-10-22,2.4742
2008-10-23,2.553
2008-10-24,2.6917
2008-10-27,2.6485
2008-10-28,2.5575
2008-10-29,2.4798
2008-10-30,2.4159
2008-10-31,2.4803
2008-11-03,2.393
2008-11-04,2.3862
2008-11-05,2.3402
2008-11-06,2.3637
2008-11-07,2.4272
2008-11-10,2.4171
2008-11-12,2.5334
2008-11-13,2.519
2008-11-14,2.4738
2008-11-17,2.4691
2008-11-18,2.553
2008-11-19,2.5266
2008-11-20,2.5442
2008-11-21,2.4711
2008-11-24,2.5193
2008-11-25,2.4837
2008-11-26,2.4474
2008-11-27,2.4257
2008-11-28,2.4273
2008-12-01,2.509
2008-12-02,2.5172
2008-12-03,2.5139
2008-12-04,2.5316
2008-12-05,2.5359
2008-12-08,2.4793
2008-12-09,2.5234
2008-12-10,2.5388
2008-12-11,2.5383
2008-12-12,2.5229
2008-12-15,2.5225
2008-12-16,2.564
2008-12-17,2.5978
2008-12-18,2.7256
2008-12-19,2.6672
2008-12-22,2.6693
2008-12-23,2.7018
2008-12-24,2.7175
2008-12-29,2.7853
2008-12-30,2.7618
2008-12-31,2.8014
2009-01-02,2.805
2009-01-05,2.7297
2009-01-06,2.7061
2009-01-07,2.6131
2009-01-08,2.6841
2009-01-09,2.7067
2009-01-12,2.6904
2009-01-13,2.7918
2009-01-14,2.8001
2009-01-15,2.8696
2009-01-16,2.7995
2009-01-19,2.8976
2009-01-20,2.9162
2009-01-21,2.9376
2009-01-22,2.8582
2009-01-23,2.9466
2009-01-26,2.919
2009-01-27,2.8697
2009-01-28,2.8928
2009-01-29,2.9115
2009-01-30,2.9907
2009-02-02,2.9883
2009-02-03,3.0261
2009-02-04,3.1316
2009-02-05,3.1137
2009-02-06,3.0427
2009-02-09,3.0201
2009-02-10,2.9773
2009-02-11,3.0324
2009-02-12,3.0784
2009-02-13,3.0981
2009-02-16,3.1967
2009-02-17,3.2655
2009-02-18,3.3167
2009-02-19,3.1424
2009-02-20,3.1882
2009-02-23,3.1595
2009-02-24,3.1657
2009-02-25,3.1336
2009-02-26,3.171
2009-02-27,3.1355
2009-03-02,3.2069
2009-03-03,3.2057
2009-03-04,3.2082
2009-03-05,3.1763
2009-03-06,3.2391
2009-03-09,3.2316
2009-03-10,3.2284
2009-03-11,3.1213
2009-03-12,3.1266
2009-03-13,2.9292
2009-03-16,2.9213
2009-03-17,2.9027
2009-03-18,2.9525
2009-03-19,2.9473
2009-03-20,3.0368
2009-03-23,2.9777
2009-03-24,2.9645
2009-03-25,2.9937
2009-03-26,2.9845
2009-03-27,3.0051
2009-03-30,3.114
2009-03-31,3.1001
2009-04-01,3.0747
2009-04-02,2.9471
2009-04-03,2.9169
2009-04-06,2.891
2009-04-07,2.9663
2009-04-08,2.9727
2009-04-09,2.9132
2009-04-10,2.8662
2009-04-14,2.8898
2009-04-15,2.7978
2009-04-16,2.8421
2009-04-17,2.8181
2009-04-20,2.8737
2009-04-21,2.9266
2009-04-22,2.9266
2009-04-23,2.9051
2009-04-24,2.9621
2009-04-27,3.009
2009-04-28,3.0361
2009-04-29,2.9558
2009-04-30,2.9044
2009-05-04,2.9068
2009-05-05,2.8753
2009-05-06,2.9134
2009-05-07,2.8649
2009-05-08,2.8742
2009-05-11,2.902
2009-05-12,2.9166
2009-05-13,2.9147
2009-05-14,2.97
2009-05-15,2.9768
2009-05-18,2.9576
2009-05-19,2.8931
2009-05-20,2.8802
2009-05-21,2.9096
2009-05-22,2.8966
2009-05-25,2.907
2009-05-26,2.9277
2009-05-27,2.9259
2009-05-28,2.9678
2009-05-29,2.9438
2009-06-01,2.9398
2009-06-02,2.964
2009-06-03,2.9551
2009-06-04,2.9724
2009-06-05,2.9889
2009-06-08,2.9876
2009-06-09,2.9757
2009-06-10,2.9491
2009-06-12,2.9532
2009-06-15,2.9773
2009-06-16,3.0128
2009-06-17,2.9917
2009-06-18,3.0254
2009-06-19,3.0051
2009-06-22,2.9899
2009-06-23,3.0268
2009-06-24,3.0253
2009-06-25,2.957
2009-06-26,2.9472
2009-06-29,2.9401
2009-06-30,2.9314
2009-07-01,2.8969
2009-07-02,2.8695
2009-07-03,2.8767
2009-07-06,2.8849
2009-07-07,2.8792
2009-07-08,2.9174
2009-07-09,2.8784
2009-07-10,2.8845
2009-07-13,2.9104
2009-07-14,2.8778
2009-07-15,2.8244
2009-07-16,2.8354
2009-07-17,2.8425
2009-07-20,2.8292
2009-07-21,2.8102
2009-07-22,2.8147
2009-07-23,2.7929
2009-07-24,2.7678
2009-07-27,2.7309
2009-07-28,2.7393
2009-07-29,2.7538
2009-07-30,2.7339
2009-07-31,2.7128
2009-08-03,2.6993
2009-08-04,2.6875
2009-08-05,2.6883
2009-08-06,2.7037
2009-08-07,2.7263
2009-08-10,2.6736
2009-08-11,2.6928
2009-08-12,2.7515
2009-08-13,2.6894
2009-08-14,2.694
2009-08-17,2.7567
2009-08-18,2.7443
2009-08-19,2.7512
2009-08-20,2.729
2009-08-21,2.7233
2009-08-24,2.7112
2009-08-25,2.7034
2009-08-26,2.6901
2009-08-27,2.7098
2009-08-28,2.6889
2009-08-31,2.7037
2009-09-01,2.7065
2009-09-02,2.7578
2009-09-03,2.7337
2009-09-04,2.7193
2009-09-07,2.7175
2009-09-08,2.7003
2009-09-09,2.7086
2009-09-10,2.7534
2009-09-11,2.7639
2009-09-14,2.8072
2009-09-15,2.7462
2009-09-16,2.7328
2009-09-17,2.7119
2009-09-18,2.7339
2009-09-21,2.7365
2009-09-22,2.7427
2009-09-23,2.7596
2009-09-24,2.7628
2009-09-25,2.7863
2009-09-28,2.7979
2009-09-29,2.7798
2009-09-30,2.7976
2009-10-01,2.7817
2009-10-02,2.8123
2009-10-05,2.791
2009-10-06,2.7645
2009-10-07,2.7704
2009-10-08,2.7935
2009-10-09,2.8084
2009-10-12,2.803
2009-10-13,2.7838
2009-10-14,2.775
2009-10-15,2.7718
2009-10-16,2.7713
2009-10-19,2.7722
2009-10-20,2.7609
2009-10-21,2.7488
2009-10-22,2.7753
2009-10-23,2.7635
2009-10-26,2.758
2009-10-27,2.7729
2009-10-28,2.8141
2009-10-29,2.8154
2009-10-30,2.8104
2009-11-02,2.8155
2009-11-03,2.8377
2009-11-04,2.8231
2009-11-05,2.8259
2009-11-06,2.8069
2009-11-09,2.7972
2009-11-10,2.7826
2009-11-12,2.7414
2009-11-13,2.7234
2009-11-16,2.7166
2009-11-17,2.7122
2009-11-18,2.7066
2009-11-19,2.7277
2009-11-20,2.7423
2009-11-23,2.7266
2009-11-24,2.7263
2009-11-25,2.728
2009-11-26,2.7406
2009-11-27,2.7722
2009-11-30,2.7476
2009-12-01,2.7381
2009-12-02,2.7218
2009-12-03,2.7161
2009-12-04,2.7185
2009-12-07,2.69
2009-12-08,2.6955
2009-12-09,2.7317
2009-12-10,2.742
2009-12-11,2.7366
2009-12-14,2.7388
2009-12-15,2.7549
2009-12-16,2.7773
2009-12-17,2.7758
2009-12-18,2.7877
2009-12-21,2.7989
2009-12-22,2.7943
2009-12-23,2.7942
2009-12-24,2.7966
2009-12-28,2.7931
2009-12-29,2.7959
2009-12-30,2.7717
2009-12-31,2.7661
2010-01-04,2.751
2010-01-05,2.7483
2010-01-06,2.7575
2010-01-07,2.7744
2010-01-08,2.7726
2010-01-11,2.7496
2010-01-12,2.764
2010-01-13,2.7482
2010-01-14,2.738
2010-01-15,2.7314
2010-01-18,2.7327
2010-01-19,2.7213
2010-01-20,2.7213
2010-01-21,2.7626
2010-01-22,2.772
2010-01-25,2.7569
2010-01-26,2.785
2010-01-27,2.7782
2010-01-28,2.7576
2010-01-29,2.7677
2010-02-01,2.7194
2010-02-02,2.7056
2010-02-03,2.6944
2010-02-04,2.7376
2010-02-05,2.7837
2010-02-08,2.7869
2010-02-09,2.7789
2010-02-10,2.7653
2010-02-11,2.7643
2010-02-12,2.7316
2010-02-15,2.7441
2010-02-16,2.7387
2010-02-17,2.7147
2010-02-18,2.7191
2010-02-19,2.7324
2010-02-22,2.7112
2010-02-23,2.703
2010-02-24,2.7326
2010-02-25,2.7292
2010-02-26,2.7169
2010-03-01,2.6921
2010-03-02,2.6874
2010-03-03,2.6839
2010-03-04,2.6749
2010-03-05,2.6556
2010-03-08,2.6503
2010-03-09,2.6552
2010-03-10,2.6509
2010-03-11,2.6697
2010-03-12,2.6674
2010-03-15,2.683
2010-03-16,2.6778
2010-03-17,2.6657
2010-03-18,2.6751
2010-03-19,2.714
2010-03-22,2.7316
2010-03-23,2.7179
2010-03-24,2.713
2010-03-25,2.7243
2010-03-26,2.7164
2010-03-29,2.7204
2010-03-30,2.7089
2010-03-31,2.7
2010-04-01,2.708
2010-04-02,2.6886
2010-04-06,2.6782
2010-04-07,2.6797
2010-04-08,2.6891
2010-04-09,2.6783
2010-04-12,2.678
2010-04-13,2.7011
2010-04-14,2.6898
2010-04-15,2.6962
2010-04-16,2.7017
2010-04-19,2.7198
2010-04-20,2.717
2010-04-21,2.6979
2010-04-22,2.6974
2010-04-23,2.7064
2010-04-26,2.7025
2010-04-27,2.7127
2010-04-28,2.7583
2010-04-29,2.7305
2010-04-30,2.72
2010-05-04,2.7442
2010-05-05,2.8076
2010-05-06,2.8458
2010-05-07,2.9463
2010-05-10,2.7969
2010-05-11,2.8702
2010-05-12,2.8291
2010-05-13,2.8248
2010-05-14,2.8428
2010-05-17,2.8735
2010-05-18,2.8549
2010-05-19,2.9203
2010-05-20,2.888
2010-05-21,2.8767
2010-05-24,2.8545
2010-05-25,2.9359
2010-05-26,2.9032
2010-05-27,2.896
2010-05-28,2.8312
2010-05-31,2.8661
2010-06-01,2.9029
2010-06-02,2.9064
2010-06-04,2.9125
2010-06-07,2.998
2010-06-08,3.0059
2010-06-09,2.996
2010-06-10,2.9927
2010-06-11,2.9566
2010-06-14,2.9378
2010-06-15,2.9171
2010-06-16,2.9215
2010-06-17,2.9634
2010-06-18,2.9596
2010-06-21,2.9357
2010-06-22,2.9709
2010-06-23,2.9844
2010-06-24,3.0112
2010-06-25,3.0552
2010-06-28,3.0623
2010-06-29,3.1337
2010-06-30,3.1345
2010-07-01,3.1501
2010-07-02,3.1026
2010-07-05,3.0883
2010-07-06,3.0771
2010-07-07,3.0965
2010-07-08,3.0626
2010-07-09,3.0408
2010-07-12,3.0491
2010-07-13,3.0576
2010-07-14,3.0158
2010-07-15,3.0264
2010-07-16,3.0326
2010-07-19,3.0346
2010-07-20,3.021
2010-07-21,3.0429
2010-07-22,3.0678
2010-07-23,3.008
2010-07-26,2.9725
2010-07-27,2.9206
2010-07-28,2.901
2010-07-29,2.9109
2010-07-30,2.9547
2010-08-02,2.9142
2010-08-03,2.9075
2010-08-04,2.9198
2010-08-05,2.8856
2010-08-06,2.8881
2010-08-09,2.8897
2010-08-10,2.8652
2010-08-11,2.9042
2010-08-12,2.9565
2010-08-13,2.9509
2010-08-16,3.0041
2010-08-17,2.9651
2010-08-18,2.9484
2010-08-19,2.964
2010-08-20,3.0098
2010-08-23,3.0358
2010-08-24,3.0478
2010-08-25,3.0629
2010-08-26,3.0554
2010-08-27,3.0598
2010-08-30,3.0383
2010-08-31,3.1012
2010-09-01,3.0879
2010-09-02,3.0585
2010-09-03,3.045
2010-09-06,2.9995
2010-09-07,3.0551
2010-09-08,3.0839
2010-09-09,3.0497
2010-09-10,3.0189
2010-09-13,3.0307
2010-09-14,3.0592
2010-09-15,3.0223
2010-09-16,3.0093
2010-09-17,2.9592
2010-09-20,2.9994
2010-09-21,2.9987
2010-09-22,2.9816
2010-09-23,3.0215
2010-09-24,3.0252
2010-09-27,2.9866
2010-09-28,3.0112
2010-09-29,2.9925
2010-09-30,2.9955
2010-10-01,2.9376
2010-10-04,2.9614
2010-10-05,2.9809
2010-10-06,2.9405
2010-10-07,2.9605
2010-10-08,2.9641
2010-10-11,2.9614
2010-10-12,2.9648
2010-10-13,2.9588
2010-10-14,2.915
2010-10-15,2.9024
2010-10-18,2.9376
2010-10-19,2.9456
2010-10-20,2.9721
2010-10-21,2.9279
2010-10-22,2.9338
2010-10-25,2.8989
2010-10-26,2.902
2010-10-27,2.8826
2010-10-28,2.9159
2010-10-29,2.9236
2010-11-02,2.8718
2010-11-03,2.8575
2010-11-04,2.8433
2010-11-05,2.8928
2010-11-08,2.9197
2010-11-09,2.9388
2010-11-10,2.912
2010-11-12,2.9675
2010-11-15,2.9486
2010-11-16,2.9359
2010-11-17,2.9412
2010-11-18,2.9256
2010-11-19,2.9052
2010-11-22,2.8927
2010-11-23,2.9338
2010-11-24,2.9923
2010-11-25,2.9848
2010-11-26,3.0304
2010-11-29,3.0385
2010-11-30,3.1359
2010-12-01,3.0599
2010-12-02,3.0246
2010-12-03,3.0453
2010-12-06,3.0655
2010-12-07,3.0682
2010-12-08,3.0975
2010-12-09,3.0927
2010-12-10,3.1074
2010-12-13,3.1037
2010-12-14,3.0794
2010-12-15,3.1188
2010-12-16,3.1112
2010-12-17,3.1147
2010-12-20,3.1451
2010-12-21,3.1624
2010-12-22,3.1829
2010-12-23,3.183
2010-12-24,3.1412
2010-12-27,3.1393
2010-12-28,3.1703
2010-12-29,3.1916
2010-12-30,3.1932
2010-12-31,3.1639
2011-01-03,3.179
2011-01-04,3.1235
2011-01-05,3.0985
2011-01-07,3.0948
2011-01-10,3.1348
2011-01-11,3.0981
2011-01-12,3.0319
2011-01-13,3.0159
2011-01-14,3.0158
2011-01-17,3.0167
2011-01-18,3.006
2011-01-19,3.0128
2011-01-20,3.0246
2011-01-21,2.987
2011-01-24,2.9759
2011-01-25,3.012
2011-01-26,2.9929
2011-01-27,3.0171
2011-01-28,3.0138
2011-01-31,3.059
2011-02-01,3.0235
2011-02-02,3.0188
2011-02-03,3.0145
2011-02-04,3.0259
2011-02-07,2.9713
2011-02-08,2.9819
2011-02-09,2.9652
2011-02-10,2.9939
2011-02-11,2.9979
2011-02-14,3.0036
2011-02-15,3.0067
2011-02-16,3.0006
2011-02-17,3.0109
2011-02-18,3.0247
2011-02-21,3.032
2011-02-22,3.0924
2011-02-23,3.0773
2011-02-24,3.1296
2011-02-25,3.1007
2011-02-28,3.1043
2011-03-01,3.0739
2011-03-02,3.113
2011-03-03,3.0993
2011-03-04,3.0794
2011-03-07,3.0658
2011-03-08,3.0627
2011-03-09,3.0698
2011-03-10,3.0929
2011-03-11,3.1277
2011-03-14,3.1057
2011-03-15,3.1764
2011-03-16,3.1668
2011-03-17,3.2211
2011-03-18,3.1933
2011-03-21,3.1567
2011-03-22,3.1424
2011-03-23,3.1599
2011-03-24,3.1311
2011-03-25,3.1073
2011-03-28,3.0935
2011-03-29,3.0817
2011-03-30,3.0654
2011-03-31,3.0825
2011-04-01,3.0871
2011-04-04,3.0711
2011-04-05,3.0767
2011-04-06,3.0497
2011-04-07,3.0349
